source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013523-Sample-36	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case7_kidney_typeII_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-37	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_pRCC_typeII_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-38	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_kidney_typeII__1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-39	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_kidney_typeIIM_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-40	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_pRCC_typeI_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-41	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_pRCC_typeII_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-42	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case1_kidney_typeII_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-43	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeIIM_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-44	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_pRCC_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-45	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case1_pRCC_typeIIM_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-46	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-47	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case1_kidney_typeI_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-48	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeI_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-49	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_kidney_typeII_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-50	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_pRCC_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-51	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_pRCC_typeI_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-52	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case1_pRCC_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-53	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case7_kidney_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-54	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_pRCC_typeII_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-55	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeIIM_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-56	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_kidney_typeIIM_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-57	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeII_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-58	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_kidney_typeIIM_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-59	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case7_kidney_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-60	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeIIM_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-61	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_pRCC_typeI_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-62	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case1_pRCC_typeI_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-63	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_pRCC_typeII_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-64	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeII_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-65	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_kidney_typeI_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-66	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-67	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeI_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-68	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case1_pRCC_typeII_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-69	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_kidney_typeIIM_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-70	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_kidney_typeI_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-71	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_pRCC_typeI_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
