source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD011799-Sample-71	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-72	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-73	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-74	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-75	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-76	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-77	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-78	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-79	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-80	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr6_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-81	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-82	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-83	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-84	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-85	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-86	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-87	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-88	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-89	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-90	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr7_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-91	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-92	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-93	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-94	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-95	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-96	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-97	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr9_MS2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
