source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009630-Sample-38	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151106_MM_32_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-39	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_75_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-40	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151019_MM_13_01.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-41	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM95.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-42	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_94_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-43	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170518_MM124_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-44	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM67_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-45	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	20161011_MM35_2.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-46	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM102_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-47	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170521_MM8_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-48	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	20161011_MM26_2.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-49	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM97_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-50	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151130_MM_61_01.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-51	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170522_MM88_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-52	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	20161011_MM860_2.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-53	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170521_MM10_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-54	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM9_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-55	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151019_MM_3_01.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-56	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM39_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-57	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151130_MM_60_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-58	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM101_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-59	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM1.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-60	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_76_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-61	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_69_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-62	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_12_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-63	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170520_MM65_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-64	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160623_MM120_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-65	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_27_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-66	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM18_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-67	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151007_MM_6_01.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-68	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM116_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-69	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM71_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-70	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_17_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-71	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170517_MM111_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-72	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM55_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-73	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_108_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-74	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_40_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-75	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM52.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
